CZONS,10260,12156,27259
CFCOIA,10419,11607,22846
DQUI,10476,12169,27338
BGROSA,10474,10878,17019
AGTUSA,10430,10238,11897
JOBS,10139,12237,27912
BCYPS,10494,10778,16200
BGOVI,10414,10884,17066
TMAE,10094,12448,29590
COOGRA,10364,11848,24794
PTIX,10006,12373,28974
AHCTIA,10397,10278,12203
BTLES,10461,11249,19966
NEGS,10175,12335,28703
ZUDI,10208,12498,29999
BVNGS,10068,11317,20532
CCWFIA,10018,11510,22104
ARDLI,10215,10559,14440
ADECSA,10174,10162,11314
BEUIS,10387,10853,16826
CBLUIA,10436,11437,21488
BSAS,10131,11292,20324
CCENMA,10346,11535,22305
ASMBI,10037,10570,14585
BHNPNA,10143,10934,17463
ZUDI,10208,12496,29984
CSRASA,10063,12037,26286
BMIRS,10484,11037,18313
BQESR,10237,11187,19486
OSTS,10425,12345,28793
CPLMI,10150,11867,24949
BIBEAA,10160,10962,17694
SMBI,10102,12417,29352
NVES,10129,12341,28755
SFOI,10428,12413,29315
CKNSIA,10155,11732,23853
CGAMY,10204,11629,23013
CCENMA,10346,11538,22308
AGULI,10008,10240,11952
BRDI,10177,10947,17579
CAISAA,10064,11412,21280
SRVL,10049,12426,29429
BLUDAA,10378,10998,17979
CGAUI,10133,11635,23100
BDHIEA,10184,10829,16636
MIES,10045,12318,28543
BCYPS,10494,10775,16234
MHOI,10058,12302,28422
BHRMIA,10230,10924,17366
ATALAA,10455,10626,15036
ALHOIA,10025,10335,12708
AJGOI,10115,10299,12360
BIDIAA,10187,10955,17674
AARES,10480,10068,10522
CYNGI,10011,12148,27176
BADAI,10057,10682,15444
BTRCAA,10101,11274,20186
BVGESA,10447,11303,20438
APNDA,10055,10478,13831
APTHN,10338,10502,14018
MHOI,10058,12303,28432
VLLR,10359,12481,29855
AFIAS,10122,10200,11605
APOES,10203,10539,14280
APIOS,10388,10510,14105
GOUS,10016,12212,27701
BORIIA,10079,11104,18810
AKLIEA,10210,10312,12514
CKNSIA,10155,11734,23842
ATQUAA,10081,10640,15140
MHOI,10058,12301,28405
BCISIA,10091,10737,15901
CXPES,10469,12139,27085
CIENSA,10135,11687,23483
AUSIS,10471,10653,15202
AFMOA,10421,10215,11759
CAYNSA,10452,11406,21252
ZUDI,10208,12497,29965
AGAUIA,10449,10254,12022
CSRASA,10063,12039,26319
CDRAI,10111,11552,22418
BENDIA,10144,10847,16770
CDIR,10218,11851,24810
CDERIA,10130,11573,22577
AMLLI,10157,10399,13186
ZUDI,10208,12498,29978
BMIRS,10484,11039,18291
BIBEAA,10160,10961,17715
AOREI,10023,10465,13742
BRANS,10169,11205,19656
JOBS,10139,12235,27900
BHSOIA,10194,10936,17495
BEUIS,10387,10854,16835
BGUFSA,10034,10905,17273
HTWI,10191,12218,27745
AIULM,10181,10284,12262
CVLLA,10073,12093,26729
ROAI,10405,12396,29184
ADEMNA,10118,10140,11120
SDIS,10413,12438,29493
CDSASA,10080,11581,22654
BSULR,10228,11221,19787
NEGS,10175,12338,28691
CYNGI,10011,12149,27172
APAMMA,10109,10544,14341
PLAN,10408,12377,29013
CDSISA,10212,11555,22450
AAETAA,10470,10007,10054
FNQI,10170,12193,27530
ADCTSA,10490,10158,11257
BMIRS,10484,11037,18303
ADECSA,10174,10164,11317
KBEA,10105,12249,27993
CMXIA,10200,11786,24312
CRARS,10156,11941,25528
BSAS,10131,11290,20330
AIULM,10181,10284,12254
BOFEA,10117,11089,18683
ATLESA,10453,10618,14952
ALORS,10236,10329,12616
BCVEAA,10368,10762,16100
BCESI,10376,10733,15851
ACPBI,10350,10100,10833
BPEGA,10059,11129,19031
PNGS,10083,12365,28948
BOLUA,10466,11091,18752
APJES,10127,10471,13789
CGSESA,10186,11645,23181
CSRASA,10063,12035,26293
BTMISA,10225,11278,20220
LITA,10149,12274,28175
AOOSM,10032,10458,13661
AKEBI,10220,10309,12469
CNLKSA,10120,11835,24685
CSRASA,10063,12037,26299
CJNES,10136,11724,23761
BGNHI,10159,10900,17217
CRBIAA,10227,11955,25674
CTIPSA,10371,12040,26327
ASAPI,10422,10593,14731
CBNKI,10366,11479,21806
CBTTS,10385,11445,21566
BONGEA,10099,11096,18788
CAICA,10353,11381,21048
CCORIA,10162,11519,22122
CDANEA,10438,11589,22691
CWTRSA,10147,12125,27031
AGTUSA,10430,10239,11896
ANULS,10400,10426,13410
APOES,10203,10539,14296
CDANEA,10438,11589,22682
BEUIS,10387,10854,16821
CGSEA,10361,11643,23127
CTIPSA,10371,12043,26338
CSMUSA,10233,12003,26008
BHLIA,10457,10928,17404
CZONS,10260,12158,27256
CPONSA,10167,11886,25100
CIGS,10479,11375,21035
BCVEAA,10368,10764,16096
BLUCAA,10356,10987,17883
ADECSA,10174,10162,11294
CLROM,10442,11742,23922
LITA,10149,12274,28180
CDINRA,10475,11577,22630
CSMUSA,10233,12001,26030
LITA,10149,12271,28180
ALAGIA,10217,10324,12583
BVGESA,10447,11301,20401
BMONIA,10403,11041,18347
BDIDA,10173,10816,16553
BDHIEA,10184,10826,16636
CCENS,10463,11488,21882
BENOXA,10473,10836,16704
BCYSSA,10379,10749,15968
ASRVL,10369,10588,14684
GOUS,10016,12213,27699
CSLIEA,10030,11963,25683
CCWFIA,10018,11511,22092
CSSOS,10178,12019,26124
CUUIA,10012,12073,26570
AYABEA,10435,10660,15299
DYEI,10087,12183,27462
KEBI,10404,12256,28053
CBCAA,10209,11460,21693
CDARI,10284,11562,22515
CMANXA,10046,11791,24333
ACISS,10373,10124,10979
CIIGSA,10420,11695,23595
CRBIAA,10227,11959,25667
ANTII,10363,10422,13381
CCENMA,10346,11538,22286
BJONA,10424,10970,17769
CIGS,10479,11379,21022
BCIGAA,10198,10721,15782
BPLLSA,10028,11143,19154
BYARS,10213,11339,20708
BAISA,10140,10691,15520
ALAGIA,10217,10321,12571
ASRVL,10369,10586,14710
BRDI,10177,10945,17587
CMNASA,10108,11782,24259
APLVS,10033,10485,13919
APEUS,10069,10494,13931
CCORIA,10162,11518,22122
CHNPNA,10374,11669,23322
CGIES,10052,11632,23053
AIATIA,10075,10292,12349
BGEESA,10107,10914,17286
CCWFIA,10018,11513,22083
MARI,10389,12281,28245
AGAUIA,10449,10252,12038
CWTRSA,10147,12125,27020
CSMUSA,10233,12000,26020
CMAGS,10454,11778,24224
BEMIS,10179,10858,16865
CSRASA,10063,12035,26313
BTRCAA,10101,11271,20178
AMXIAA,10467,10366,12952
BENDIA,10144,10845,16771
BPEGA,10059,11125,19039
BTRCAA,10101,11272,20161
CXPES,10469,12137,27086
LOTM,10415,12260,28080
CSGIAA,10092,12020,26172
MARI,10389,12284,28270
BONGEA,10099,11095,18772
BDROSA,10103,10795,16395
BEEGS,10407,10844,16727
AFIAS,10122,10202,11606
BNITS,10443,11055,18464
ATES,10077,10674,15397
CDINRA,10475,11578,22622
ANNUS,10464,10412,13298
AAETAA,10470,10008,10052
BPTUS,10206,11176,19409
AMLLHA,10491,10400,13238
AICA,10360,10334,12659
BATRXA,10402,10697,15584
AMLOSA,10344,10371,12972
BVANM,10015,11311,20489
ICAS,10394,12232,27862
BRTAA,10393,11211,19709
BISN,10096,10969,17750
BDATE,10024,10792,16349
APNDA,10055,10476,13838
CMANXA,10046,11794,24350
ASILAA,10113,10602,14809
ARPIA,10114,10552,14422
CPRUA,10193,11900,25209
ADEMNA,10118,10144,11136
BCYPS,10494,10777,16228
ATALAA,10455,10627,15011
CTMLS,10433,12054,26433
BPTII,10365,11145,19162
ATQUAA,10081,10644,15122
HLVM,10009,12222,27777
ICAS,10394,12230,27874
BLUPS,10427,11005,18079
OSTS,10425,12347,28766
CRROI,10197,11949,25572
ADHIE,10498,10166,11345
CSSTA,10123,11995,25960
RNBI,10065,12407,29246
BCIGAA,10198,10723,15790
SFOI,10428,12412,29283
FICA,10031,12189,27515
CRBIAA,10227,11958,25673
CDINRA,10475,11577,22617
CSTAE,10039,11975,25808
CVELX,10185,12087,26703
APULSA,10020,10482,13875
ASRVL,10369,10586,14696
BGROSA,10474,10878,17013
PLAN,10408,12375,29023
ANASA,10165,10419,13337
BHMI,10142,10676,15431
BEMIS,10179,10857,16854
AKEBI,10220,10305,12477
BLUCAA,10356,10988,17900
CPONSA,10167,11889,25104
BRTAA,10393,11212,19694
AOREI,10023,10465,13738
CCDAS,10086,11520,22166
CGIEE,10005,11621,22984
MARI,10389,12280,28277
BPTII,10365,11149,19199
BHLIA,10457,10928,17433
ADEMNA,10118,10143,11156
CZNKI,10003,12150,27204
AAETAA,10470,10005,10079
AMLEIA,10074,10353,12821
CCORIA,10162,11515,22143
CRBIAA,10227,11957,25672
CORDIA,10488,11855,24859
ADCTSA,10490,10155,11264
CBCAA,10209,11464,21709
CDSISA,10212,11559,22461
CKNSIA,10155,11730,23868
BPAUIA,10168,11122,18996
BVANM,10015,11310,20501
MHOI,10058,12303,28436
BDOTAA,10146,10820,16569
CQICSA,10166,11917,25330
FNQI,10170,12194,27523
CMNASA,10108,11784,24248
CPTOS,10349,11912,25293
BHNPNA,10143,10934,17459
MHTS,10098,12285,28314
BOMES,10001,11106,18873
ATCASA,10341,10649,15176
ROBS,10441,12387,29089
CBNKI,10366,11478,21817
CDIR,10218,11852,24825
BNTHI,10431,11073,18567
CMNNEA,10047,11798,24384
CAORI,10089,11400,21226
AMLLI,10157,10398,13164
BMONIA,10403,11040,18326
BCISIA,10091,10735,15889
AADVIA,10482,10059,10446
BPEGA,10059,11125,19006
CGSEA,10361,11641,23143
CHOVAA,10132,11675,23411
BGNNI,10489,10918,17344
MHTS,10098,12285,28317
BADAI,10057,10681,15441
BPTUS,10206,11176,19411
ALAGIA,10217,10323,12598
ACISS,10373,10123,10977
CHLIA,10104,11662,23305
BTRCA,10221,11269,20125
COOGRA,10364,11845,24799
BDHIEA,10184,10825,16622
CYNGI,10011,12147,27178
CSBASA,10119,12025,26223
BDIDA,10173,10817,16546
AKEBI,10220,10306,12449
PNGS,10083,12365,28923
CEIUS,10382,11599,22780
ALLI,10399,10180,11460
OANI,10418,12357,28865
JOBS,10139,12238,27894
CMTEEA,10151,11818,24552
TACA,10468,12469,29754
CDIR,10218,11854,24818
CDINRA,10475,11579,22626
BTAUMA,10214,11242,19944
CAANIA,10229,11368,20935
CJNES,10136,11722,23788
CMNASA,10108,11781,24272
MARI,10389,12284,28276
CGIES,10052,11634,23056
CABRE,10412,11346,20781
BIBEAA,10160,10964,17713
OSTS,10425,12348,28792
CMAGS,10454,11779,24208
APTEI,10084,10522,14193
ASARS,10090,10597,14793
BTRCA,10221,11267,20134
BGUFSA,10034,10906,17277
BHSOIA,10194,10938,17510
CIGS,10479,11376,21025
RORI,10201,12402,29232
CCRIIA,10477,11532,22253
BPTUS,10206,11176,19403
CPENSA,10093,11880,25070
BNTASA,10383,11079,18633
BIBEAA,10160,10964,17703
CINISA,10085,11683,23458
BTRCA,10221,11268,20148
ACUMS,10391,10106,10878
BGOVI,10414,10884,17073
AAFISA,10188,10013,10105
AFOCIA,10095,10206,11642
BRAPXA,10392,11190,19542
CYRIS,10416,12140,27130
AMRIE,10401,10356,12863
JOSI,10347,12243,27938
BBEIA,10061,10710,15714
BMIRS,10484,11038,18309
BJONA,10424,10973,17777
APULSA,10020,10481,13857
BHNPNA,10143,10931,17445
CDELS,10437,11549,22372
BCTRAA,10367,10789,16291
ASCHI,10158,10605,14840
ABHEI,10153,10097,10786
BHSOIA,10194,10936,17505
BTRCAA,10101,11270,20186
NVES,10129,12342,28751
CYRIS,10416,12141,27136
MHTS,10098,12287,28297
GEAA,10226,12195,27560
GEAA,10226,12196,27567
JOSI,10347,12241,27958
BONGEA,10099,11097,18767
CSETS,10171,12011,26110
NAPU,10386,12328,28622
CMNDO,10445,11771,24174
CJNSI,10357,11714,23701
BMONIA,10403,11042,18344
BCRNIA,10134,10757,16054
CSMUSA,10233,12001,26021
JOBS,10139,12238,27916
BGEESA,10107,10914,17304
CLLIM,10372,11752,24030
NVES,10129,12342,28721
BPAUIA,10168,11121,18986
CDSISA,10212,11555,22445
CCFFRA,10232,11482,21869
AKLIEA,10210,10314,12503
AMCKM,10355,10376,13029
ANULS,10400,10428,13400
ASENXA,10411,10581,14657
BPTII,10365,11148,19194
BFCISA,10487,10867,16935
BLCASA,10007,10992,17933
BTURA,10141,11281,20271
ASTIAA,10417,10569,14538
MARI,10389,12281,28247
CDANEA,10438,11588,22700
CGAMY,10204,11629,23023
CMXIA,10200,11788,24305
BDIDA,10173,10818,16536
CRAPT,10183,11927,25426
KBEA,10105,12248,27977
AUSIS,10471,10654,15216
CZONS,10260,12158,27270
BPAGMA,10161,11116,18958
ACOSI,10116,10128,11032
BDADAA,10375,10810,16516
CABRE,10412,11347,20769
AIHMSA,10207,10287,12318
CINISA,10085,11680,23476
BGONM,10112,10886,17099
AOREI,10023,10467,13736
AOATAA,10462,10442,13549
BBADA,10496,10702,15632
CMLLIA,10163,11805,24445
ASAPI,10422,10594,14756
CGAMY,10204,11625,23009
NAPU,10386,12329,28613
BCYPS,10494,10775,16209
CWTRSA,10147,12128,27025
ATKEAA,10050,10637,15113
BCTRAA,10367,10788,16285
TNCS,10125,12474,29799
AFOCIA,10095,10207,11677
AYABEA,10435,10664,15286
APULSA,10020,10480,13854
BRDI,10177,10947,17592
AHCTIA,10397,10276,12214
CGAMY,10204,11627,23033
BMCHI,10460,11022,18177
BSAS,10131,11292,20325
CJNSI,10357,11713,23708
BCOPS,10048,10773,16190
TNCS,10125,12473,29765
CBNIIA,10042,11457,21655
AOTRSA,10199,10463,13682
CCHUIA,10040,11494,21948
BNTASA,10383,11077,18600
CTMLS,10433,12054,26409
NISS,10242,12332,28666
CTIPSA,10371,12042,26333
ACPBI,10350,10102,10801
CDANEA,10438,11586,22682
BDIDA,10173,10816,16525
ASCHI,10158,10609,14860
BGNHI,10159,10900,17219
BCSIA,10406,10781,16246
AOATAA,10462,10442,13533
CRHMIA,10027,11936,25488
BMTZIA,10044,11026,18231
CRROI,10197,11949,25599
ALOGRA,10056,10340,12726
MIES,10045,12316,28527
OANI,10418,12359,28874
CCENMA,10346,11538,22303
ADLTIA,10002,10146,11160
APIOS,10388,10511,14082
LITA,10149,12272,28160
APTEI,10084,10521,14181
ATQUAA,10081,10640,15130
SMBI,10102,12415,29326
SDIS,10413,12435,29519
AMELSA,10017,10408,13257
CPTOS,10349,11914,25288
SDIS,10413,12435,29484
BNTASA,10383,11076,18634
CAORI,10089,11402,21229
BHNPNA,10143,10931,17479
APTHN,10338,10503,14027
CGSESA,10186,11645,23162
BNTASA,10383,11078,18626
BPAYSA,10190,11161,19311
CTHLSA,10219,12065,26552
BTCOR,10062,11263,20091
BBEIA,10061,10710,15683
CFCOIA,10419,11606,22843
CDERIA,10130,11572,22573
CBADA,10497,11425,21439
BCYPS,10494,10776,16204
CRHMIA,10027,11936,25496
BPAGMA,10161,11116,18933
BATRXA,10402,10695,15561
ASCHI,10158,10607,14873
ATSASA,10097,10613,14880
BVANM,10015,11313,20518
CDUCI,10067,11591,22733
BTMISA,10225,11275,20228
BGUFSA,10034,10905,17269
CCENS,10463,11486,21917
ATSASA,10097,10613,14881
MNTS,10478,12311,28511
ARPIA,10114,10550,14426
CUUIA,10012,12073,26567
DYEI,10087,12180,27447
PTIX,10006,12371,28997
CDUCI,10067,11591,22751
SRVL,10049,12425,29437
CLTRSA,10459,11764,24087
CBLLIA,10234,11473,21763
BNHOI,10451,11068,18544
BTELMA,10370,11252,20006
ATSASA,10097,10612,14884
BMCHI,10460,11020,18170
CWEDI,10216,12130,27056
BSULR,10228,11224,19771
BNTHI,10431,11072,18562
CBLWIA,10384,11430,21443
BMTZIA,10044,11025,18238
JOSI,10347,12241,27944
BOLUA,10466,11092,18756
BATRXA,10402,10699,15583
CLTRSA,10459,11761,24108
BHSOIA,10194,10939,17490
AMCKM,10355,10375,13014
APIOS,10388,10511,14110
HTWI,10191,12215,27738
AFMOA,10421,10216,11749
CTHLSA,10219,12066,26545
AIHMSA,10207,10289,12316
BTURA,10141,11283,20241
CEGIS,10485,11603,22835
BTRCAA,10101,11270,20167
AMCKM,10355,10375,13028
BQESR,10237,11186,19494
CNLKSA,10120,11839,24711
BADAI,10057,10684,15441
BGANAA,10340,10873,16981
CMANXA,10046,11791,24349
CBCAA,10209,11462,21687
GOUS,10016,12211,27717
ATKEAA,10050,10636,15089
CPRUA,10193,11904,25218
CLLIM,10372,11751,24027
AFOCIA,10095,10205,11666
DTRS,10398,12171,27377
BHRMIA,10230,10924,17394
CGAUI,10133,11636,23114
BIBEAA,10160,10963,17712
NEGS,10175,12338,28698
AMLLI,10157,10398,13165
BBEIA,10061,10712,15685
BRDI,10177,10948,17567
BMCHI,10460,11020,18176
BMTZIA,10044,11025,18205
AKLIEA,10210,10313,12487
TNCS,10125,12473,29777
BTAUMA,10214,11242,19946
NISS,10242,12332,28670
AMDESA,10492,10384,13045
AERRO,10182,10194,11552
FNQI,10170,12194,27524
BGANAA,10340,10872,16988
BRDI,10177,10946,17567
APNDA,10055,10476,13807
BRANS,10169,11206,19653
TERI,10126,12456,29655
BOMES,10001,11107,18877
ASTIAA,10417,10568,14558
ROBS,10441,12388,29116
APEUS,10069,10493,13922
BSGGMA,10410,11231,19871
RORI,10201,12403,29238
ABOCIA,10423,10085,10684
BJULS,10152,10979,17820
CPENSA,10093,11883,25054
BGNHI,10159,10902,17200
BENDIA,10144,10846,16773
CBNIIA,10042,11458,21669
BCYSSA,10379,10749,15960
CDLIIA,10192,11544,22332
CYRIS,10416,12141,27156
BGUFSA,10034,10905,17261
BYARS,10213,11335,20683
APLVS,10033,10489,13880
CCENMA,10346,11537,22300
AOKIOA,10472,10452,13605
ABICA,10202,10083,10651
BMIRS,10484,11035,18303
AAETAA,10470,10008,10049
CBLLIA,10234,11473,21780
BDIDA,10173,10818,16554
ADEMNA,10118,10142,11150
CGSEA,10361,11644,23141
BGROSA,10474,10876,17032
CYNGI,10011,12147,27174
VLLR,10359,12484,29874
AMLLI,10157,10397,13181
DESS,10377,12177,27430
BGIRSA,10035,10898,17179
BIDIAA,10187,10958,17672
BAISA,10140,10691,15534
AZUDIA,10014,10668,15355
CVLPS,10013,12123,26970
CVRAS,10231,12116,26934
BOMES,10001,11109,18870
AOATAA,10462,10444,13551
BATRXA,10402,10696,15593
CAICA,10353,11382,21048
BFCISA,10487,10869,16950
AAETAA,10470,10007,10052
BDADAA,10375,10810,16509
ICAS,10394,12230,27868
BRDI,10177,10948,17592
BHSOIA,10194,10936,17501
BONGEA,10099,11099,18775
ASRVL,10369,10589,14681
BMTES,10106,11049,18377
GEAA,10226,12198,27577
CMTEEA,10151,11817,24524
AMLEIA,10074,10352,12807
CRARS,10156,11941,25522
BVGESA,10447,11304,20429
BSULR,10228,11224,19796
BNTASA,10383,11075,18608
HHRS,10440,12226,27801
ADHIE,10498,10167,11346
ASENXA,10411,10581,14653
AMXIAA,10467,10365,12950
CSURI,10196,11991,25923
CYNGI,10011,12146,27187
MNTS,10478,12310,28518
BBEIA,10061,10713,15707
SMBI,10102,12418,29327
CAROAA,10339,11357,20863
BGIRSA,10035,10897,17198
CZONS,10260,12157,27262
BGNNI,10489,10918,17335
ICAS,10394,12230,27843
BSULR,10228,11220,19797
BRAPXA,10392,11194,19520
CDUCI,10067,11592,22734
SDIS,10413,12436,29500
CSGIAA,10092,12021,26193
ANPPN,10164,10434,13467
BGONM,10112,10885,17100
CAISAA,10064,11410,21319
CMNDO,10445,11773,24163
CBNIIA,10042,11455,21649
AOATAA,10462,10444,13537
AMDESA,10492,10381,13043
BVANM,10015,11312,20491
MTES,10072,12305,28467
ANTII,10363,10423,13376
BCINS,10019,10728,15802
DYEI,10087,12184,27445
CAFRIA,10082,11374,20987
CDERIA,10130,11574,22596
CCHUIA,10040,11491,21921
CCDAS,10086,11522,22178
CRUSR,10238,11954,25616
AHYA,10235,10495,13976
GOUS,10016,12213,27702
BOLUA,10466,11092,18755
BEEGS,10407,10842,16744
ACPBI,10350,10101,10822
BCIGAA,10198,10724,15774
BGANAA,10340,10874,16993
BHMI,10142,10677,15405
CDLIIA,10192,11540,22348
AFIAS,10122,10200,11601
AMCKM,10355,10379,13019
AMRIE,10401,10359,12879
BNHOI,10451,11066,18547
CFCOIA,10419,11607,22859
ASARS,10090,10597,14776
GNWI,10036,12206,27645
ALOGRA,10056,10344,12743
BNHOI,10451,11069,18541
CIGS,10479,11378,21028
MIES,10045,12316,28530
AMLLHA,10491,10402,13230
APNDA,10055,10475,13837
NAPU,10386,12326,28601
CORDIA,10488,11856,24875
APULSA,10020,10484,13849
CIGS,10479,11378,21035
SINO,10071,12432,29458
BDADAA,10375,10812,16480
AGULI,10008,10242,11934
CLROM,10442,11742,23958
ACPBI,10350,10100,10814
ABOCIA,10423,10085,10689
CXPES,10469,12139,27094
CBTTS,10385,11449,21564
CTIPSA,10371,12042,26353
AGERAA,10124,10260,12106
BLUDAA,10378,10995,17976
BLCASA,10007,10994,17952
TNCS,10125,12473,29790
CBLWIA,10384,11432,21452
BHLIA,10457,10927,17421
AIULM,10181,10282,12275
CMANXA,10046,11794,24335
CVTZI,10390,12112,26910
OANI,10418,12357,28874
CLTRSA,10459,11762,24117
AMLLHA,10491,10400,13217
AADVIA,10482,10059,10447
CZONS,10260,12155,27243
BMIRS,10484,11039,18306
SRVL,10049,12427,29412
CADIM,10000,11390,21157
MHOI,10058,12303,28418
CSTTA,10148,12031,26278
CSETS,10171,12012,26086
BJONA,10424,10974,17769
CQICSA,10166,11918,25321
BORIIA,10079,11103,18835
ADECSA,10174,10161,11288
CSSTA,10123,11996,25992
AIULM,10181,10280,12254
BENOXA,10473,10838,16718
ASARS,10090,10599,14782
CDINRA,10475,11579,22620
CABRE,10412,11348,20775
ATCASA,10341,10649,15169
BSARS,10456,11226,19816
BTMISA,10225,11276,20201
BMTZIA,10044,11026,18229
AHCTIA,10397,10276,12201
HHRS,10440,12226,27816
CIDUS,10137,11690,23557
AJGOI,10115,10295,12383
BTELMA,10370,11250,20003
PTIX,10006,12371,28969
TNCS,10125,12473,29763
MNTS,10478,12311,28515
SRVL,10049,12429,29421
CWEDI,10216,12131,27061
AOTRSA,10199,10463,13694
ASCHI,10158,10608,14876
LOTM,10415,12264,28082
BSARS,10456,11228,19839
APYKS,10429,10518,14136
BCOPS,10048,10773,16197
ABEHI,10493,10075,10624
CQICSA,10166,11918,25332
CSLIEA,10030,11961,25702
ACORIA,10458,10131,11079
BGEESA,10107,10910,17287
BPAGMA,10161,11116,18951
CBLLIA,10234,11471,21795
BCYSSA,10379,10746,15973
CRARI,10076,11933,25473
AMLOSA,10344,10370,12974
BQESR,10237,11189,19513
LOTM,10415,12261,28096
DTRS,10398,12172,27389
BFCISA,10487,10867,16955
WMMI,10038,12494,29925
BBADA,10496,10704,15607
ATCASA,10341,10645,15198
ASTIAA,10417,10565,14529
VLLR,10359,12484,29868
BDHIEA,10184,10826,16619
PLAN,10408,12379,29029
ADCTSA,10490,10157,11257
AIATIA,10075,10294,12356
ASAPI,10422,10594,14735
HTWI,10191,12215,27737
DQUI,10476,12165,27344
BGNHI,10159,10903,17220
ALYNX,10138,10346,12765
BTICR,10070,11256,20072
APLVS,10033,10488,13894
CTHLSA,10219,12066,26540
BMONIA,10403,11041,18336
CDUCI,10067,11593,22747
BNITS,10443,11057,18449
JOBS,10139,12239,27904
CVIROA,10154,12105,26852
BNITS,10443,11056,18474
BVLLA,10066,11307,20445
ASRVL,10369,10589,14699
CTHLSA,10219,12065,26525
CDANEA,10438,11587,22709
BRDI,10177,10945,17591
ZUDI,10208,12495,29976
ATQUAA,10081,10644,15157
BHMI,10142,10676,15400
CSSTA,10123,11996,25985
BLUNAA,10026,11001,18001
BGNNI,10489,10915,17339
CWTRSA,10147,12126,27025
AFMEM,10172,10199,11592
ALYNX,10138,10346,12770
CDIR,10218,11851,24834
BTICR,10070,11255,20053
BCTRAA,10367,10785,16297
AMLOSA,10344,10372,12992
AFOCIA,10095,10206,11674
ROBS,10441,12389,29093
CSBASA,10119,12025,26211
AOATAA,10462,10443,13555
CSTTA,10148,12030,26250
CGIES,10052,11633,23068
ATES,10077,10670,15384
LOTM,10415,12263,28095
COOGRA,10364,11848,24791
BKFFIA,10078,10982,17866
AZUDIA,10014,10668,15336
BCOPS,10048,10771,16193
BCYSSA,10379,10748,15961
CYNGI,10011,12148,27171
MAII,10499,12277,28221
BDIDA,10173,10818,16535
BKFFIA,10078,10983,17848
APJES,10127,10471,13760
BMCHI,10460,11022,18168
BDROSA,10103,10798,16388
BIBEAA,10160,10963,17697
DESS,10377,12179,27412
BGNNI,10489,10917,17355
AMXIAA,10467,10369,12924
ARPIA,10114,10552,14402
CSSOS,10178,12016,26123
CPRUA,10193,11900,25207
CMANXA,10046,11791,24328
ADECSA,10174,10163,11296
APEUS,10069,10490,13957
ASCHI,10158,10609,14874
BATRXA,10402,10697,15595
CDINRA,10475,11575,22602
CDLIIA,10192,11542,22357
ASAPI,10422,10590,14748
BPTII,10365,11147,19161
TACA,10468,12468,29731
BPAYSA,10190,11161,19285
AOVIIA,10434,10446,13573
APJES,10127,10470,13771
AARES,10480,10068,10543
ROAI,10405,12396,29185
KBEA,10105,12247,27999
DQUI,10476,12165,27351
AOTRSA,10199,10464,13714
CMTEEA,10151,11817,24548
AMKHI,10223,10363,12896
CPTOS,10349,11914,25306
BMXIA,10145,11019,18153
ASRVL,10369,10588,14707
BPENS,10348,11166,19337
BTMISA,10225,11278,20208
BRANS,10169,11206,19650
BRDI,10177,10948,17597
BGNHI,10159,10904,17232
CVTZI,10390,12114,26901
CADIM,10000,11390,21147
ABEHI,10493,10078,10623
CKANS,10450,11736,23893
CPLMI,10150,11866,24932
CAOLEA,10362,11395,21169
APAMMA,10109,10542,14358
BEEGS,10407,10840,16737
BPTUS,10206,11179,19411
AOKIOA,10472,10454,13618
CATESA,10481,11423,21371
BVLLA,10066,11309,20451
CVIROA,10154,12109,26878
BMTZIA,10044,11026,18214
VLLR,10359,12480,29873
AMKHI,10223,10362,12914
CXPES,10469,12136,27105
CRROI,10197,11945,25597
AASSS,10334,10029,10223
CBLWIA,10384,11430,21474
ATLESA,10453,10615,14929
CSSTA,10123,11998,25984
CBADA,10497,11427,21410
NVES,10129,12342,28743
BHSOIA,10194,10938,17495
BSGGMA,10410,11230,19868
ANTII,10363,10424,13376
ALOGRA,10056,10342,12724
BONGEA,10099,11097,18785
BADAI,10057,10683,15476
BISN,10096,10968,17751
CIGS,10479,11377,21011
BSARS,10456,11229,19800
AMKHI,10223,10361,12887
AARES,10480,10065,10520
ALIDS,10211,10315,12521
CPONSA,10167,11887,25095
CDUCI,10067,11594,22747
AMXIAA,10467,10367,12946
BCIGAA,10198,10722,15778
CGAMY,10204,11629,23036
ADCTSA,10490,10155,11254
MTES,10072,12306,28459
AMLLHA,10491,10404,13203
BCESI,10376,10732,15853
DTRS,10398,12173,27394
CCWFIA,10018,11513,22091
BTRCAA,10101,11272,20169
CXPES,10469,12135,27104
BPANIA,10342,11151,19204
ALYNX,10138,10349,12797
BPAGMA,10161,11119,18920
BWIAI,10343,11326,20615
BIBEAA,10160,10962,17696
BZNKIA,10330,11342,20746
BGICS,10483,10890,17132
BVLLA,10066,11307,20446
CDUCI,10067,11591,22757
BMTZIA,10044,11025,18235
BHRMIA,10230,10922,17366
CAANIA,10229,11367,20932
TERI,10126,12455,29644
BATRXA,10402,10696,15566
BCBUIA,10100,10769,16133
BCBUIA,10100,10768,16142
CTHLSA,10219,12067,26532
CHOVAA,10132,11677,23413
BVGESA,10447,11301,20427
BRTAA,10393,11214,19688
BPLLSA,10028,11141,19136
CRUSR,10238,11951,25606
BCSIA,10406,10783,16245
BCOPS,10048,10771,16194
